US,CH,https://www.msn.com/en-us/health/medical/wisconsin-family-trapped-in-wuhan-epicenter-of-coronavirus-outbreak/ar-BBZsoGu
AS,NZ,https://www.theguardian.com/world/2020/jan/30/new-zealand-citizens-in-coronavirus-outbreak-wont-be-kept-on-christmas-island
AS,NZ,https://www.theguardian.com/world/2020/jan/30/new-zealand-citizens-in-coronavirus-outbreak-wont-be-kept-on-christmas-island
AS,NZ,https://www.theguardian.com/world/2020/jan/30/new-zealand-citizens-in-coronavirus-outbreak-wont-be-kept-on-christmas-island
CA,CH,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CA,CH,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CH,CA,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CA,CH,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CH,CA,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CA,CH,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CA,CH,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CA,CH,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
SZ,CH,http://rjrnewsonline.com/local/who-calls-emergency-meeting-to-decide-whether-coronavirus-a-global-health-emergency
CH,CA,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CH,CA,https://www.nbcnews.com/news/asian-america/toronto-mayor-denounces-xenophobia-against-chinese-community-amid-coronavirus-fears-n1125991?cid=public-rss_20200129
CH,SZ,http://rjrnewsonline.com/local/who-calls-emergency-meeting-to-decide-whether-coronavirus-a-global-health-emergency
CH,US,https://chippewa.com/news/state-and-regional/scientists-study-prepare-for-coronavirus-in-wisconsin/article_45779c6d-808f-5815-9b08-32cd4eac82ea.html
CH,US,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
CH,US,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
IN,CH,https://www.reuters.com/article/china-health-mondelez-intl/mondelez-sees-first-quarter-revenue-hit-on-coronavirus-outbreak-idUSL4N29Y52T
CH,US,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
US,CH,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
JA,US,https://www.agriculture.com/markets/newswire/update-1-us-ag-secretary-unsure-if-coronavirus-will-slow-chinas-farm-imports
CH,US,https://www.pix11.com/news/local-news/brooklyn/should-new-yorkers-wear-masks-to-prevent-coronavirus
JA,US,https://www.agriculture.com/markets/newswire/update-1-us-ag-secretary-unsure-if-coronavirus-will-slow-chinas-farm-imports
GM,CH,https://www.msn.com/en-gb/news/world/mcdonalds-shuts-300-restaurants-in-china-as-coronavirus-spreads/ar-BBZsAHm
GM,CH,https://www.msn.com/en-gb/news/world/mcdonalds-shuts-300-restaurants-in-china-as-coronavirus-spreads/ar-BBZsAHm
GM,CH,https://www.msn.com/en-gb/news/world/mcdonalds-shuts-300-restaurants-in-china-as-coronavirus-spreads/ar-BBZsAHm
GM,SZ,https://www.msn.com/en-gb/news/world/mcdonalds-shuts-300-restaurants-in-china-as-coronavirus-spreads/ar-BBZsAHm
US,CH,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
US,CH,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
US,CH,https://chippewa.com/news/state-and-regional/scientists-study-prepare-for-coronavirus-in-wisconsin/article_45779c6d-808f-5815-9b08-32cd4eac82ea.html
UK,CH,https://www.cbc.ca/news/canada/newfoundland-labrador/coronavirus-chinese-association-memorial-university-new-year-cancelled-1.5444792
US,CH,https://www.foxbusiness.com/healthcare/coronavirus-minimal-impact-us-economy-larry-kudlow
US,CH,https://www.foxbusiness.com/healthcare/coronavirus-minimal-impact-us-economy-larry-kudlow
CA,UK,https://www.merrittherald.com/coronavirus-touches-down-in-b-c/
CA,UK,https://www.merrittherald.com/coronavirus-touches-down-in-b-c/
CH,US,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
CH,US,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
US,JA,https://www.agriculture.com/markets/newswire/update-1-us-ag-secretary-unsure-if-coronavirus-will-slow-chinas-farm-imports
CH,CA,https://www.princegeorgecitizen.com/news/business/air-canada-suspends-all-direct-flights-to-china-as-coronavirus-spreads-1.24063769
CA,CH,https://www.princegeorgecitizen.com/news/business/air-canada-suspends-all-direct-flights-to-china-as-coronavirus-spreads-1.24063769
CH,US,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
NZ,AS,https://www.theguardian.com/world/2020/jan/30/new-zealand-citizens-in-coronavirus-outbreak-wont-be-kept-on-christmas-island
NZ,AS,https://www.theguardian.com/world/2020/jan/30/new-zealand-citizens-in-coronavirus-outbreak-wont-be-kept-on-christmas-island
NZ,AS,https://www.theguardian.com/world/2020/jan/30/new-zealand-citizens-in-coronavirus-outbreak-wont-be-kept-on-christmas-island
NZ,CH,https://www.theguardian.com/world/2020/jan/30/new-zealand-citizens-in-coronavirus-outbreak-wont-be-kept-on-christmas-island
NZ,AS,https://www.theguardian.com/world/2020/jan/30/new-zealand-citizens-in-coronavirus-outbreak-wont-be-kept-on-christmas-island
US,CH,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
US,JA,https://www.agriculture.com/markets/newswire/update-1-us-ag-secretary-unsure-if-coronavirus-will-slow-chinas-farm-imports
US,CH,https://www.pix11.com/news/local-news/brooklyn/should-new-yorkers-wear-masks-to-prevent-coronavirus
US,CH,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
US,CH,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
CH,US,https://in.reuters.com/article/uk-mondelez-intl-results/oreo-maker-mondelez-sees-coronavirus-hurting-first-quarter-sales-idINKBN1ZS315
US,CH,https://www.msn.com/en-us/health/medical/no-confirmed-coronavirus-cases-in-ohio-how-illness-is-affecting-travel-companies-with-chinese-ties-e2-80-94-update/ar-BBZsysy
AS,CH,https://www.abc.net.au/news/2020-01-30/jetstar-drops-flights-to-china-cities-as-coronavirus-spreads/11912278
AS,CH,https://www.abc.net.au/news/2020-01-30/jetstar-drops-flights-to-china-cities-as-coronavirus-spreads/11912278
CH,HK,https://www.dailymail.co.uk/news/article-7944873/Google-shutting-China-offices-prevent-spread-deadly-coronavirus.html
CH,VM,https://www.cairnspost.com.au/business/google-shuts-down-all-china-offices-amid-coronavirus-outbreak/news-story/ace55869ad736f4aa5f498a527dcaf92?nk=58b205e6069fde30a91b03ef2cf74b82-1580343479
NL,GM,https://www.news.com.au/finance/work/at-work/google-shuts-down-all-china-offices-amid-coronavirus-outbreak/news-story/ace55869ad736f4aa5f498a527dcaf92
